City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,saldanha,-33.0117,17.9442,12.03,81,3,3.63,ZA,1701664004
83,ojinaga,29.5667,-104.4167,10.53,43,0,0.0,MX,1701664005
84,arraial do cabo,-22.9661,-42.0278,23.82,93,100,8.91,BR,1701664005
85,fortuna,40.5982,-124.1573,14.81,92,100,6.69,US,1701664005
86,cidade velha,14.9167,-23.6167,24.26,78,20,7.2,CV,1701664005
87,malango,-2.9627,119.9001,27.16,73,64,1.03,ID,1701664005
88,palmas,-10.2128,-48.3603,23.93,88,75,2.57,BR,1701663750
89,pedro ii,-4.4247,-41.4586,21.56,85,100,1.7,BR,1701664005
90,san felice circeo,41.2372,13.0942,9.21,66,30,1.85,IT,1701664005
91,christchurch,-43.5333,172.6333,13.56,82,75,0.51,NZ,1701664006
92,kapuskasing,49.4169,-82.4331,-10.95,85,0,3.09,CA,1701664006
93,udachny,66.4167,112.4,-37.53,73,88,1.58,RU,1701664006
94,iqaluit,63.7506,-68.5145,-13.15,72,100,5.14,CA,1701664006
95,puerto ayora,-0.7393,-90.3518,24.19,93,82,1.79,EC,1701664006
96,romanovka,51.7443,42.7527,-3.21,85,100,6.85,RU,1701664006
97,ar rumaythah,31.5263,45.2025,15.34,45,0,3.28,IQ,1701664006
98,albany,42.6001,-73.9662,5.36,93,100,1.34,US,1701664007
99,sen monorom,12.45,107.2,28.2,51,100,3.59,KH,1701664007
100,la passe,45.5549,-0.8967,6.13,82,97,10.47,FR,1701664007
101,opuwo,-18.0607,13.84,20.07,79,100,1.48,NA,1701664007
102,baker city,44.7749,-117.8344,7.58,99,100,0.0,US,1701664007
103,kochubey,44.3861,46.5825,8.24,91,87,1.47,RU,1701664007
104,hermanus,-34.4187,19.2345,16.98,73,77,2.69,ZA,1701664007
105,tokuyama,34.05,131.8167,12.79,58,3,1.69,JP,1701664008
106,calama,-22.4667,-68.9333,10.27,20,0,4.63,CL,1701664008
107,visby,57.6409,18.296,-1.88,74,100,5.66,SE,1701664008
108,tezu,27.9167,96.1667,26.12,28,2,1.14,IN,1701664008
109,amahai,-3.3333,128.9167,30.03,67,17,2.89,ID,1701664008
110,dudinka,69.4058,86.1778,-34.62,96,16,2.68,RU,1701664008
111,oltinko'l,40.8011,72.1634,10.65,29,73,1.37,UZ,1701664008
112,mhamid,29.82,-5.72,13.22,51,6,2.28,MA,1701664008
113,lihue,21.9789,-159.3672,25.58,82,20,4.12,US,1701664009
114,east london,-33.0153,27.9116,18.52,82,100,2.06,ZA,1701664009
115,kalix,65.853,23.1565,-7.8,96,98,2.18,SE,1701664009
116,flekkefjord,58.2971,6.6607,-0.03,94,83,2.51,NO,1701664009
117,atafu village,-8.5421,-172.5159,29.45,76,85,6.84,TK,1701664009
118,hawaiian paradise park,19.5933,-154.9731,22.8,97,100,2.57,US,1701664009
119,olyokminsk,60.3736,120.4264,-28.47,92,87,1.59,RU,1701664010
120,bethel,41.3712,-73.414,7.34,89,100,1.54,US,1701664010
121,rawson,-43.3002,-65.1023,11.22,61,0,9.66,AR,1701664010
122,antsiranana,-12.2787,49.2917,27.42,61,40,5.14,MG,1701664010
123,stephenville,32.2207,-98.2023,16.07,32,0,5.14,US,1701664010
124,middelburg,-25.7751,29.4648,19.4,44,15,1.28,ZA,1701664010
125,kodiak,57.79,-152.4072,2.73,75,100,6.69,US,1701664010
126,san patricio,28.017,-97.5169,17.92,43,100,3.07,US,1701664011
127,haapsalu,58.9431,23.5414,-3.03,87,100,1.89,EE,1701664011
128,gaigeturi,33.4644,126.3183,11.03,62,75,2.06,KR,1701664011
129,kuta,-8.7233,115.1723,28.97,83,20,2.24,ID,1701664011
130,chui,-33.6971,-53.4616,16.35,56,100,6.02,UY,1701664011
131,erdenet,49.0333,104.0833,-5.2,72,99,3.19,MN,1701664011
132,tofol,5.3248,163.0078,28.88,74,75,5.66,FM,1701664011
133,tual,-5.6667,132.75,28.73,74,80,3.13,ID,1701664011
134,bilibino,68.0546,166.4372,-22.89,99,100,1.35,RU,1701664012
135,luanco,43.6152,-5.7934,14.71,60,48,8.13,ES,1701664012
136,roma,43.2128,-75.4557,7.12,98,100,2.24,US,1701664012
137,sao joao de pirabas,-0.7747,-47.1772,25.51,89,90,2.46,BR,1701664012
138,willowmore,-33.2926,23.4895,12.66,84,49,1.17,ZA,1701664012
139,kununurra,-15.7667,128.7333,40.99,31,72,3.6,AU,1701664012
140,yen vinh,18.6667,105.6667,21.62,87,100,2.27,VN,1701664012
141,hamilton,39.1834,-84.5333,6.97,75,75,4.12,US,1701663849
142,chibougamau,49.9168,-74.3659,-12.21,79,40,4.63,CA,1701664013
143,constantia,44.1833,28.65,1.5,63,100,6.2,RO,1701664013
144,hadibu,12.65,54.0333,25.98,59,100,7.38,YE,1701664013
145,hithadhoo,-0.6,73.0833,28.02,76,100,3.08,MV,1701664013
146,chalus,36.655,51.4204,7.7,81,0,0.0,IR,1701664013
147,lompoc,34.6391,-120.4579,15.43,89,0,6.71,US,1701664013
148,pagar alam,-4.0167,103.2667,21.55,97,100,0.35,ID,1701664013
149,port douglas,-16.4833,145.4667,29.12,60,67,3.4,AU,1701664013
150,zelenogorsk,56.1147,94.5861,-1.52,84,100,8.41,RU,1701664014
151,dubbo,-32.25,148.6167,30.07,26,0,2.57,AU,1701664014
152,palikir - national government center,6.9248,158.1611,30.41,70,75,3.09,FM,1701664014
153,bucerias,20.75,-105.3333,24.99,83,75,1.03,MX,1701663998
154,vasil'yevo,55.836,48.6582,-3.63,97,100,3.89,RU,1701664014
155,mayo-belwa,9.05,12.05,22.47,22,11,0.82,NG,1701664014
156,waddan,29.1614,16.139,12.63,86,0,3.99,LY,1701664014
157,koulamoutou,-1.1303,12.4736,21.27,99,98,0.62,GA,1701664015
158,salmas,38.1973,44.7653,-2.26,44,50,0.31,IR,1701664015
159,quellon,-43.1167,-73.6167,7.87,93,8,4.1,CL,1701664015
160,fort bragg,35.139,-79.006,18.23,77,0,2.57,US,1701664015
161,springbok,-29.6643,17.8865,11.67,67,0,1.78,ZA,1701664015
162,degtyarsk,56.704,60.0879,-16.82,94,100,3.93,RU,1701664015
163,onega,63.9061,38.1404,-18.81,100,92,1.34,RU,1701664015
164,enewetak,11.3474,162.3373,27.67,78,97,9.55,MH,1701664015
165,monrovia,6.3005,-10.7969,24.87,82,83,1.96,LR,1701664016
166,shimo-furano,43.35,142.3833,2.22,67,6,2.35,JP,1701664016
167,isheyevka,54.4167,48.2667,1.79,98,100,6.54,RU,1701663743
168,holualoa,19.6228,-155.9522,24.91,86,75,2.06,US,1701664016
169,al bawiti,28.3492,28.8659,13.8,87,31,0.84,EG,1701664016
170,selfoss,63.9331,-20.9971,-2.3,58,100,3.6,IS,1701664016
171,boditi,6.9667,37.8667,11.81,51,29,2.54,ET,1701664016
172,mount gambier,-37.8333,140.7667,27.49,26,50,5.35,AU,1701664016
173,halifax,44.6453,-63.5724,1.23,95,100,3.6,CA,1701663604
174,brisas de zicatela,15.8369,-97.0419,26.58,78,23,2.46,MX,1701664017
175,itaituba,-4.2761,-55.9836,23.52,96,100,0.88,BR,1701664017
176,felege neway,6.3,36.8833,16.03,69,5,0.2,ET,1701664017
177,buka,40.8108,69.1986,11.5,40,38,0.43,UZ,1701664017
178,chandler,33.3062,-111.8412,14.82,56,0,0.0,US,1701663645
179,ca mau,9.1769,105.15,30.84,61,90,5.44,VN,1701664017
180,kayyerkan,69.3786,87.7439,-33.94,91,19,0.99,RU,1701664018
181,tolanaro,-25.0319,46.9987,23.04,83,40,3.09,MG,1701664018
182,mount isa,-20.7333,139.5,40.87,13,0,7.2,AU,1701664018
183,blackwater,-23.5833,148.8833,34.18,33,21,3.92,AU,1701664018
184,muisne,0.6,-80.0333,25.08,86,96,3.13,EC,1701664018
185,banfora,10.6333,-4.7667,23.81,21,30,1.63,BF,1701664018
186,vakhrushi,58.6847,50.0261,-12.39,94,100,4.12,RU,1701664018
187,kapa'a,22.0752,-159.319,25.99,86,20,4.12,US,1701664018
188,thai nguyen,21.5928,105.8442,18.88,81,100,1.3,VN,1701664019
189,tsiombe,-25.3,45.4833,23.72,61,1,6.79,MG,1701664019
190,wailua homesteads,22.0669,-159.378,25.24,86,20,4.12,US,1701664019
191,zhangatas,43.5667,69.75,7.54,69,93,1.25,KZ,1701664019
192,calvinia,-31.4707,19.776,12.07,71,0,2.19,ZA,1701664019
193,poulsbo,47.7359,-122.6465,10.67,90,100,1.34,US,1701664019
194,jamestown,42.097,-79.2353,5.77,96,100,8.23,US,1701663724
195,turpan,42.9333,89.1667,5.67,31,16,0.38,CN,1701664020
196,saint-joseph,-21.3667,55.6167,26.37,63,19,0.65,RE,1701664020
197,dolbeau-mistassini,48.8763,-72.212,-5.64,75,100,3.45,CA,1701664020
198,kikwit,-5.041,18.8162,19.9,98,96,0.19,CD,1701664020
199,yellowknife,62.456,-114.3525,-18.71,84,100,5.14,CA,1701664020
200,acapulco de juarez,16.8634,-99.8901,26.9,78,20,2.57,MX,1701664020
201,vodnyy,63.5046,53.4095,-12.55,97,100,1.57,RU,1701664020
202,rio grande,-32.035,-52.0986,19.41,74,100,9.14,BR,1701664021
203,afif,23.9065,42.9172,16.93,41,87,5.39,SA,1701664021
204,raja,8.4596,25.678,22.61,30,100,1.55,SS,1701664021
205,sitka,57.0531,-135.33,7.94,76,100,4.63,US,1701664021
206,okha,53.5739,142.9478,-8.06,89,100,4.5,RU,1701664021
207,college,64.8569,-147.8028,-19.19,75,20,0.0,US,1701664021
208,al khums,32.6486,14.2619,17.67,60,95,9.01,LY,1701664021
209,wailea,19.8858,-155.123,22.0,100,100,2.57,US,1701664022
210,zapata,26.9073,-99.2714,15.06,77,100,0.0,US,1701664022
211,alice springs,-23.7,133.8833,36.75,13,0,2.06,AU,1701664022
212,mili,6.0815,171.735,28.06,80,83,8.8,MH,1701664022
213,sarangani,5.4033,125.4636,28.29,78,61,8.24,PH,1701664022
214,georgetown,5.4112,100.3354,31.96,66,20,2.06,MY,1701664022
215,itoman,26.1247,127.6694,21.43,96,75,7.72,JP,1701664023
216,raduzhny,62.0961,77.475,-28.91,91,15,4.27,RU,1701664023
217,ust-nera,64.5667,143.2,-38.83,98,100,2.0,RU,1701664023
218,abancay,-13.6339,-72.8814,15.73,92,95,1.03,PE,1701664023
219,nova sintra,14.8667,-24.7167,22.68,77,94,5.47,CV,1701664023
220,saint-philippe,-21.3585,55.7679,25.77,65,34,1.15,RE,1701664023
221,abbeville,50.1,1.8333,3.05,86,100,8.25,FR,1701664023
222,flying fish cove,-10.4217,105.6791,27.82,74,100,5.66,CX,1701664024
223,queenstown,-31.8976,26.8753,15.75,89,90,1.5,ZA,1701663983
224,klaksvik,62.2266,-6.589,1.51,61,95,5.07,FO,1701664024
225,manggar,-2.8833,108.2667,28.6,71,100,1.69,ID,1701664024
226,tachov,49.7953,12.6337,-7.33,98,89,1.07,CZ,1701664024
227,burao,9.5221,45.5336,17.57,48,70,5.26,SO,1701664025
228,kandern,47.7167,7.6667,-2.04,86,0,4.63,DE,1701664025
229,cochin,9.9399,76.2602,29.45,79,82,1.6,IN,1701663829
230,nuuk,64.1835,-51.7216,-0.66,69,100,1.54,GL,1701664025
231,port blair,11.6667,92.75,29.02,84,75,3.6,IN,1701663878
232,mirny,62.5353,113.9611,-37.65,66,66,1.79,RU,1701664026
233,taoudenni,22.6783,-3.9836,21.96,39,0,3.69,ML,1701664026
234,akureyri,65.6835,-18.0878,-6.04,93,40,1.03,IS,1701664026
235,inhambane,-23.865,35.3833,23.99,69,40,2.57,MZ,1701664017
236,daru,-9.0763,143.2092,28.69,76,100,4.65,PG,1701664026
237,paranhos,-23.8928,-55.4311,21.1,98,100,2.94,BR,1701664026
238,tyukhtet,56.5389,89.3011,-7.76,92,100,8.0,RU,1701664027
239,ghadamis,30.1337,9.5007,10.73,92,0,3.73,LY,1701664027
240,dahab,28.501,34.5134,24.72,43,80,2.89,EG,1701664027
241,olonkinbyen,70.9221,-8.7187,0.2,85,36,6.03,SJ,1701664027
242,faya-largeau,17.9257,19.1043,20.33,15,1,5.6,TD,1701664027
243,tralee,52.2704,-9.7026,1.46,90,34,4.16,IE,1701664028
244,polyarnyy,69.1989,33.4478,-5.51,95,100,2.03,RU,1701664028
245,martapura,-3.4167,114.85,29.05,84,75,3.09,ID,1701664028
246,mosjoen,65.836,13.1908,-21.71,77,18,1.03,NO,1701664028
247,namibe,-15.1961,12.1522,22.46,89,100,1.5,AO,1701664028
248,ushuaia,-54.8,-68.3,7.81,76,40,12.86,AR,1701663971
249,barra do bugres,-15.0725,-57.1811,25.25,76,78,1.04,BR,1701664028
250,fort st. john,56.2499,-120.8529,-2.06,80,20,6.69,CA,1701664029
251,prabumulih,-3.45,104.25,25.61,85,99,1.43,ID,1701664029
252,sao miguel do guama,-1.6267,-47.4833,23.77,97,89,1.1,BR,1701664029
253,sinabang,2.4803,96.3801,28.36,73,100,1.4,ID,1701664029
254,nova olinda do norte,-3.8881,-59.0942,23.26,96,100,0.94,BR,1701664029
255,sokoni,-6.4333,39.55,27.17,81,100,2.93,TZ,1701664030
256,fisterra,42.9049,-9.2629,13.34,76,18,11.7,ES,1701664030
257,guapiles,10.2159,-83.7866,26.27,96,71,1.5,CR,1701664030
258,san luis de la loma,17.2706,-100.8939,25.51,84,73,1.55,MX,1701664030
259,musoma,-1.5,33.8,20.12,79,100,2.83,TZ,1701664030
260,winslow,35.0242,-110.6974,3.1,60,0,3.6,US,1701664030
261,calca,-13.3333,-71.95,11.64,85,100,0.82,PE,1701664030
262,ponta delgada,37.7333,-25.6667,13.4,58,20,2.57,PT,1701664031
263,kudahuvadhoo,2.6708,72.8944,27.36,77,99,3.11,MV,1701664031
264,magadan,59.5667,150.8,-28.04,90,72,4.89,RU,1701664031
265,tionk essil,12.7856,-16.5217,22.03,48,46,2.86,SN,1701664031
266,najran,17.4924,44.1277,11.36,52,0,0.39,SA,1701664032
267,arkhara,49.4212,130.0842,-6.8,95,100,1.79,RU,1701664032
268,vicuna,-30.0319,-70.7081,9.85,41,0,0.37,CL,1701663941
269,petropavlovsk-kamchatsky,53.0452,158.6483,-4.67,76,40,3.58,RU,1701663822
270,tibati,6.4667,12.6333,20.06,37,48,0.62,CM,1701664032
271,san andres,12.5847,-81.7006,29.01,79,20,4.63,CO,1701664032
272,bardai,11.65,7.2333,19.21,26,96,2.26,NG,1701664033
273,asau,46.4333,26.4,-7.49,84,33,0.38,RO,1701664033
274,correntina,-13.3433,-44.6367,22.36,75,67,1.85,BR,1701664033
275,alvorada,-12.48,-49.1247,22.2,92,100,0.65,BR,1701664033
276,byalynichy,53.9983,29.7126,-11.95,100,95,2.15,BY,1701664033
277,kemijarvi,66.7131,27.4306,-9.44,97,100,0.47,FI,1701664033
278,west island,-12.1568,96.8225,28.99,65,40,6.69,CC,1701664034
279,praia da vitoria,38.7333,-27.0667,13.2,87,75,3.06,PT,1701664034
280,balaklava,44.5,33.6,4.65,61,100,7.62,UA,1701664034
281,cabo san lucas,22.8909,-109.9124,23.62,63,0,2.73,MX,1701663595
282,yung shue wan,22.2333,114.1167,24.23,69,99,3.01,HK,1701664035
283,tadine,-21.55,167.8833,26.18,64,30,2.5,NC,1701664035
284,la maddalena,41.2142,9.4083,3.03,64,43,5.15,IT,1701664035
285,abadeh,31.1608,52.6506,7.51,31,3,1.51,IR,1701664035
286,puerto leguizamo,-0.1934,-74.7819,24.22,83,100,1.12,CO,1701664035
287,tazacorte,28.629,-17.9293,17.54,88,0,4.47,ES,1701664036
288,puerto armuelles,8.2833,-82.8667,26.72,68,99,1.34,PA,1701664036
289,asia,9.5506,122.5164,30.92,65,98,5.34,PH,1701664036
290,chornobay,49.6708,32.3239,-2.34,74,97,4.85,UA,1701663826
291,port elizabeth,-33.918,25.5701,17.95,79,0,4.12,ZA,1701664036
292,sault ste. marie,46.5168,-84.3333,-4.69,70,75,2.06,CA,1701663863
293,san sebastian de la gomera,28.0916,-17.1133,20.21,82,75,0.0,ES,1701664037
294,idri,27.5,13.2667,12.8,53,0,3.25,LY,1701664037
295,amga,60.8953,131.9608,-39.17,97,85,0.53,RU,1701664037
296,juan griego,11.0817,-63.9655,25.64,87,2,5.88,VE,1701664037
297,ribeira brava,32.65,-17.0667,20.56,78,95,3.07,PT,1701664038
298,maitum,6.0392,124.4986,30.15,69,24,2.41,PH,1701664038
299,christiansburg,37.1298,-80.4089,10.26,53,0,4.12,US,1701664038
300,iskateley,67.6803,53.1512,-16.04,95,95,5.12,RU,1701664038
301,el granada,37.5027,-122.4694,15.19,90,100,0.0,US,1701664039
302,inarajan village,13.2736,144.7484,31.54,82,49,8.49,GU,1701664039
303,portland,45.5234,-122.6762,14.49,95,100,2.57,US,1701663418
304,belyy yar,53.6039,91.3903,-0.06,69,0,7.0,RU,1701664039
305,butembo,0.15,29.2833,13.33,98,54,1.0,CD,1701664039
306,kenai,60.5544,-151.2583,-4.92,82,0,2.06,US,1701663998
307,vanimo,-2.6741,141.3028,29.18,74,91,2.28,PG,1701664040
308,miles city,46.4083,-105.8406,-1.46,64,75,3.09,US,1701664040
309,pachino,36.7186,15.0907,13.77,74,0,6.7,IT,1701664040
310,rabak,13.1809,32.74,24.35,33,22,4.09,SD,1701664041
311,turkmenbasy,40.0222,52.9552,12.43,58,0,3.09,TM,1701664041
312,chonchi,-42.6128,-73.8092,8.56,99,10,1.72,CL,1701664041
313,south hedland,-20.4089,118.5983,31.96,58,4,7.72,AU,1701664041
314,tabou,4.423,-7.3528,25.77,86,0,2.69,CI,1701664041
315,port alfred,-33.5906,26.891,16.21,94,100,2.37,ZA,1701664041
316,sisimiut,66.9395,-53.6735,-6.16,79,100,2.04,GL,1701664042
317,formosa do rio preto,-11.0483,-45.1931,20.49,94,71,1.44,BR,1701664042
318,tifton,31.4505,-83.5085,18.64,100,100,0.0,US,1701664042
319,vila velha,-20.3297,-40.2925,26.08,84,40,3.13,BR,1701664043
320,qrendi,35.8347,14.4583,14.5,72,40,3.6,MT,1701664043
321,remire-montjoly,4.9167,-52.2667,25.02,94,0,0.0,GF,1701664043
322,la'ie,21.6477,-157.9253,26.98,82,21,1.79,US,1701664044
323,horta,38.5333,-28.6333,13.34,72,42,1.79,PT,1701664044
324,santo tome,-31.6627,-60.7653,18.9,43,100,4.92,AR,1701664044
325,yushu,44.8,126.5333,-2.45,84,38,5.22,CN,1701664045
326,dakhla,23.6848,-15.958,18.83,76,42,6.8,EH,1701663975
327,margate,51.3813,1.3862,6.5,72,100,6.71,GB,1701663966
328,woolgoolga,-30.1106,153.2007,23.93,73,42,5.04,AU,1701664045
329,hasilpur,29.7122,72.5553,19.91,28,6,0.79,PK,1701664046
330,igarka,67.4667,86.5833,-37.6,98,13,2.76,RU,1701663859
331,tidjikja,18.5564,-11.4271,22.36,22,0,4.85,MR,1701664046
332,miri,4.4148,114.0089,31.08,74,40,3.09,MY,1701664046
333,hami,42.8,93.45,3.23,31,3,2.78,CN,1701664047
334,stanley,54.868,-1.6985,3.76,96,75,2.57,GB,1701664047
335,nar'yan-mar,67.6713,53.087,-15.9,95,95,5.14,RU,1701664047
336,kibre mengist,5.8833,38.9833,11.68,82,7,1.5,ET,1701664048
337,along,28.1667,94.7667,23.1,43,2,0.26,IN,1701664048
338,kargasok,59.0556,80.8572,-23.91,90,92,7.15,RU,1701664048
339,biu,10.6129,12.1946,20.55,15,5,2.45,NG,1701664048
340,kijang,35.2442,129.2139,10.85,35,1,3.59,KR,1701664048
341,itu,-23.2642,-47.2992,25.51,59,57,1.29,BR,1701664049
342,cabedelo,-6.9811,-34.8339,26.37,84,97,3.89,BR,1701664049
343,istra,55.9178,36.8642,-7.87,94,88,3.99,RU,1701664049
344,kula,38.5473,28.6498,9.15,85,50,2.23,TR,1701664049
345,grootfontein,-19.5667,18.1167,22.83,53,92,4.75,NA,1701664049
346,xinyuan,37.3,99.0,-3.72,28,0,2.57,CN,1701664049
347,nadi,-17.8,177.4167,30.0,70,40,5.66,FJ,1701664050
348,road town,18.4167,-64.6167,26.05,76,19,6.82,VG,1701664043
349,fale old settlement,-9.3852,-171.2468,29.48,74,100,6.87,TK,1701664050
350,cuyo,10.8525,121.0086,27.89,82,36,7.51,PH,1701664050
351,mabaruma,8.2,-59.7833,22.81,98,49,0.77,GY,1701664050
352,asahikawa,43.7678,142.3703,2.56,64,75,4.63,JP,1701664051
353,borodino,55.9106,94.8983,-1.81,81,100,9.84,RU,1701664051
354,arroio grande,-32.2375,-53.0869,17.15,79,100,5.98,BR,1701664051
355,al ghayzah,16.2079,52.176,24.16,59,13,2.48,YE,1701664051
356,grand falls-windsor,48.9332,-55.6649,-1.94,74,100,0.82,CA,1701664051
357,wenling,28.3669,121.36,11.29,89,100,2.8,CN,1701664051
358,broome,42.2506,-75.833,7.79,94,93,1.79,US,1701664052
359,mpika,-11.8343,31.4529,16.68,87,45,0.74,ZM,1701664052
360,yetkul',54.8221,61.588,-10.02,94,100,4.49,RU,1701664052
361,spring creek,40.7266,-115.5859,4.67,98,100,3.46,US,1701664052
362,kapit,2.0167,112.9333,30.7,71,100,1.2,MY,1701664052
363,geraldton,-28.7667,114.6,28.23,51,0,8.23,AU,1701664053
364,pangody,65.85,74.4859,-30.07,98,21,3.55,RU,1701664053
365,licheng,23.2955,113.8284,23.12,52,90,2.48,CN,1701664053
